Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,content,,answer
9,1605380995326,14/11/2020 19:09:55,1605380995290,1,14/11/2020 20:09:55,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1807.8850000019884,,,,,0,1,0,,,,1,,start,,,
10,1605380999941,14/11/2020 19:09:59,1605380999899,1,14/11/2020 20:09:59,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonB,response_button_text,4590.639999994892,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data1_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
11,1605381002993,14/11/2020 19:10:02,1605381002835,1,14/11/2020 20:10:02,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonA,response_button_text,2916.3550000084797,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data4_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
12,1605381006516,14/11/2020 19:10:06,1605381006387,1,14/11/2020 20:10:06,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonB,response_button_text,3532.890000002226,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data3_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
13,1605381007695,14/11/2020 19:10:07,1605381007658,1,14/11/2020 20:10:07,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonA,response_button_text,1255.2299999952083,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data2_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
14,1605381007820,14/11/2020 19:10:07,1605381007673,1,14/11/2020 20:10:07,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
15,1605381009883,14/11/2020 19:10:09,1605381009842,1,14/11/2020 20:10:09,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,2170.490000004065,,,22,,0,1,0,,,,1,,end,,,
16,1605381009996,14/11/2020 19:10:09,1605381009844,1,14/11/2020 20:10:09,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,2170.490000004065,,,,,0,1,0,,,,1,,end,,,
17,1605381012246,14/11/2020 19:10:12,1605381012211,1,14/11/2020 20:10:12,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,2362.5299999985145,,,,,0,1,0,,,,1,,end,,,
18,1605381012339,14/11/2020 19:10:12,1605381012214,1,14/11/2020 20:10:12,28606,13,task-z5g6,,7792134,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,54342,,,,,0,1,0,,,,,,,,,
1,1605366657535,14/11/2020 15:10:57,1605366656906,1,14/11/2020 16:10:56,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1605366660707,14/11/2020 15:11:00,1605366660057,1,14/11/2020 16:11:00,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,3110.2949999985867,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1605366662207,14/11/2020 15:11:02,1605366661515,1,14/11/2020 16:11:01,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,1437.3300000006566,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1605366663019,14/11/2020 15:11:03,1605366662442,1,14/11/2020 16:11:02,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,922.0100000002276,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1605366665097,14/11/2020 15:11:05,1605366664443,1,14/11/2020 16:11:04,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonA,response_button_text,1978.7450000003446,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
6,1605366666239,14/11/2020 15:11:06,1605366665581,1,14/11/2020 16:11:05,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonB,response_button_text,3114.5500000002357,,,"No, they do not contain a multivariable correlation",2,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
7,1605366668422,14/11/2020 15:11:08,1605366667785,1,14/11/2020 16:11:07,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonA,response_button_text,2004.3750000004366,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
8,1605366669954,14/11/2020 15:11:09,1605366669392,1,14/11/2020 16:11:09,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1411.9700000010198,,,,,0,1,0,,,,1,,start,,,
9,1605366681162,14/11/2020 15:11:21,1605366680544,1,14/11/2020 16:11:20,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,11132.560000000012,,,"Yes, they contain a multivariable correlation",1,0,1,0,,,,1,,trial,data3_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
10,1605366682608,14/11/2020 15:11:22,1605366681545,1,14/11/2020 16:11:21,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonA,response_button_text,988.2949999991979,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data2_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
11,1605366683707,14/11/2020 15:11:23,1605366682953,1,14/11/2020 16:11:22,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonA,response_button_text,1392.8700000014942,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data1_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
12,1605366687136,14/11/2020 15:11:27,1605366686430,1,14/11/2020 16:11:26,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonB,response_button_text,2195.705000000089,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,,trial,data4_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
13,1605366687246,14/11/2020 15:11:27,1605366686437,1,14/11/2020 16:11:26,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
14,1605366691648,14/11/2020 15:11:31,1605366691019,1,14/11/2020 16:11:31,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,4582.2599999992235,,,79,,0,1,0,,,,1,,end,,,
15,1605366691804,14/11/2020 15:11:31,1605366691019,1,14/11/2020 16:11:31,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,4582.2599999992235,,,,,0,1,0,,,,1,,end,,,
16,1605366693681,14/11/2020 15:11:33,1605366693026,1,14/11/2020 16:11:33,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,2001.2600000009115,,,,,0,1,0,,,,1,,end,,,
17,1605366693854,14/11/2020 15:11:33,1605366693033,1,14/11/2020 16:11:33,28606,13,task-z5g6,,7788520,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,36127,,,,,0,1,0,,,,,,,,,
1,1605297261297,13/11/2020 19:54:21,1605297261059,1,13/11/2020 20:54:21,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1605297361740,13/11/2020 19:56:01,1605297361552,1,13/11/2020 20:56:01,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,100410,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1605297402154,13/11/2020 19:56:42,1605297401946,1,13/11/2020 20:56:41,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,40357,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1605297403873,13/11/2020 19:56:43,1605297403615,1,13/11/2020 20:56:43,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,1661,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1605297405920,13/11/2020 19:56:45,1605297405681,1,13/11/2020 20:56:45,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonA,response_button_text,2033,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
6,1605297407595,13/11/2020 19:56:47,1605297407383,1,13/11/2020 20:56:47,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,2,1,Screen 1,buttonB,response_button_text,1489,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
7,1605297408958,13/11/2020 19:56:48,1605297408765,1,13/11/2020 20:56:48,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1193,,,,,0,1,0,,,,1,,start,,,
8,1605297410836,13/11/2020 19:56:50,1605297410639,1,13/11/2020 20:56:50,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonB,response_button_text,1849,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data2_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
9,1605297412086,13/11/2020 19:56:52,1605297411870,1,13/11/2020 20:56:51,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonA,response_button_text,1214,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data3_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
10,1605297413338,13/11/2020 19:56:53,1605297413136,1,13/11/2020 20:56:53,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonB,response_button_text,1244,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data1_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
11,1605297414589,13/11/2020 19:56:54,1605297414382,1,13/11/2020 20:56:54,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonA,response_button_text,1232,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data4_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
12,1605297414667,13/11/2020 19:56:54,1605297414394,1,13/11/2020 20:56:54,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
13,1605297419364,13/11/2020 19:56:59,1605297419170,1,13/11/2020 20:56:59,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,4778,,,0,,0,1,0,,,,1,,end,,,
14,1605297419442,13/11/2020 19:56:59,1605297419172,1,13/11/2020 20:56:59,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,4778,,,,,0,1,0,,,,1,,end,,,
15,1605297440886,13/11/2020 19:57:20,1605297440692,1,13/11/2020 20:57:20,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,21514,,,,,0,1,0,,,,1,,end,,,
16,1605297440964,13/11/2020 19:57:20,1605297440705,1,13/11/2020 20:57:20,28606,13,task-z5g6,,7778011,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,179646,,,,,0,1,0,,,,,,,,,
1,1605871297733,20/11/2020 11:21:37,1605871295234,1,20/11/2020 12:21:35,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1605871326460,20/11/2020 11:22:06,1605871323984,1,20/11/2020 12:22:03,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,28646,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1605871371195,20/11/2020 11:22:51,1605871368725,1,20/11/2020 12:22:48,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,44686,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1605871371961,20/11/2020 11:22:51,1605871369512,1,20/11/2020 12:22:49,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,762,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1605871374024,20/11/2020 11:22:54,1605871371564,1,20/11/2020 12:22:51,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonA,response_button_text,1996,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
6,1605871376852,20/11/2020 11:22:56,1605871374404,1,20/11/2020 12:22:54,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,2,1,Screen 1,buttonB,response_button_text,2614,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
7,1605871378211,20/11/2020 11:22:58,1605871375752,1,20/11/2020 12:22:55,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1130,,,,,0,1,0,,,,1,,start,,,
8,1605871379586,20/11/2020 11:22:59,1605871377029,1,20/11/2020 12:22:57,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonB,response_button_text,1246,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data2_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
9,1605871380446,20/11/2020 11:23:00,1605871377980,1,20/11/2020 12:22:57,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonB,response_button_text,931,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data4_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
10,1605871381196,20/11/2020 11:23:01,1605871378723,1,20/11/2020 12:22:58,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonA,response_button_text,690,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data3_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
11,1605871381837,20/11/2020 11:23:01,1605871379370,1,20/11/2020 12:22:59,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonA,response_button_text,610,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data1_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
12,1605871381899,20/11/2020 11:23:01,1605871379400,1,20/11/2020 12:22:59,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
13,1605871388258,20/11/2020 11:23:08,1605871385798,1,20/11/2020 12:23:05,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,6399,,,43,,0,1,0,,,,1,,end,,,
14,1605871388352,20/11/2020 11:23:08,1605871385799,1,20/11/2020 12:23:05,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,6399,,,,,0,1,0,,,,1,,end,,,
15,1605871391463,20/11/2020 11:23:11,1605871389010,1,20/11/2020 12:23:09,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,3201,,,,,0,1,0,,,,1,,end,,,
16,1605871391572,20/11/2020 11:23:11,1605871389016,1,20/11/2020 12:23:09,28606,13,task-z5g6,,7973539,BLIND,2370936,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 82.0,1920x1080,1920x978,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,93782,,,,,0,1,0,,,,,,,,,
END OF FILE
