Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,content,,answer
2,1605781920789,19/11/2020 10:32:00,1605781920732,1,19/11/2020 11:32:00,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,23265,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1605781954384,19/11/2020 10:32:34,1605781954338,1,19/11/2020 11:32:34,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,33581,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1605781955125,19/11/2020 10:32:35,1605781955105,1,19/11/2020 11:32:35,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,756,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1605781957735,19/11/2020 10:32:37,1605781957721,1,19/11/2020 11:32:37,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonA,response_button_text,2575,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
6,1605781959525,19/11/2020 10:32:39,1605781959505,1,19/11/2020 11:32:39,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,2,1,Screen 1,buttonB,response_button_text,1572.0000000000073,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
7,1605781960897,19/11/2020 10:32:40,1605781960882,1,19/11/2020 11:32:40,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1180,,,,,0,1,0,,,,1,,start,,,
8,1605781962994,19/11/2020 10:32:42,1605781962639,1,19/11/2020 11:32:42,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,1736,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data2_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
9,1605781963933,19/11/2020 10:32:43,1605781963920,1,19/11/2020 11:32:43,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonB,response_button_text,1261,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data1_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
10,1605781965622,19/11/2020 10:32:45,1605781965595,1,19/11/2020 11:32:45,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonB,response_button_text,1653.0000000000146,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data3_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
11,1605781967088,19/11/2020 10:32:47,1605781967062,1,19/11/2020 11:32:47,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonB,response_button_text,1450,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data4_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
12,1605781967256,19/11/2020 10:32:47,1605781967075,1,19/11/2020 11:32:47,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
13,1605781969004,19/11/2020 10:32:49,1605781968947,1,19/11/2020 11:32:48,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,1871.0000000000146,,,50,,0,1,0,,,,1,,end,,,
14,1605781969088,19/11/2020 10:32:49,1605781968948,1,19/11/2020 11:32:48,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,1871.0000000000146,,,,,0,1,0,,,,1,,end,,,
15,1605781970873,19/11/2020 10:32:50,1605781970841,1,19/11/2020 11:32:50,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,1884.9999999999854,,,,,0,1,0,,,,1,,end,,,
16,1605781970990,19/11/2020 10:32:50,1605781970846,1,19/11/2020 11:32:50,28606,13,task-z5g6,,7911621,BLIND,2354566,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.0.1,1440x900,1440x837,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,73410,,,,,0,1,0,,,,,,,,,
1,1605709526781,18/11/2020 14:25:26,1605709526726,1,18/11/2020 15:25:26,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1605709529220,18/11/2020 14:25:29,1605709529172,1,18/11/2020 15:25:29,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,878x413,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,2347.554999985732,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1605709634895,18/11/2020 14:27:14,1605709634862,1,18/11/2020 15:27:14,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,105625.80999999773,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1605709635567,18/11/2020 14:27:15,1605709635545,1,18/11/2020 15:27:15,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,662.5099999364465,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1605709646005,18/11/2020 14:27:26,1605709645798,1,18/11/2020 15:27:25,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonB,response_button_text,10132.534999982454,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
6,1605709647725,18/11/2020 14:27:27,1605709647719,1,18/11/2020 15:27:27,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonA,response_button_text,12065.670000039972,,,"Yes, they contain a multivariable correlation",2,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
7,1605709654523,18/11/2020 14:27:34,1605709654515,1,18/11/2020 15:27:34,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,2,1,Screen 1,buttonB,response_button_text,6523.5850000754,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
8,1605709655757,18/11/2020 14:27:35,1605709655636,1,18/11/2020 15:27:35,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,968.4000000124797,,,,,0,1,0,,,,1,,start,,,
9,1605709657356,18/11/2020 14:27:37,1605709657348,1,18/11/2020 15:27:37,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,1588.3049999829382,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data2_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
10,1605709658785,18/11/2020 14:27:38,1605709658771,1,18/11/2020 15:27:38,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonB,response_button_text,1330.4149999748915,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,,trial,data1_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
11,1605709659900,18/11/2020 14:27:39,1605709659884,1,18/11/2020 15:27:39,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonA,response_button_text,1002.2249999456108,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data4_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
12,1605709661400,18/11/2020 14:27:41,1605709661270,1,18/11/2020 15:27:41,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonB,response_button_text,1305.0000000512227,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data3_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
13,1605709661541,18/11/2020 14:27:41,1605709661337,1,18/11/2020 15:27:41,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
14,1605709663370,18/11/2020 14:27:43,1605709663357,1,18/11/2020 15:27:43,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,2020.520000020042,,,100,,0,1,0,,,,1,,end,,,
15,1605709663463,18/11/2020 14:27:43,1605709663361,1,18/11/2020 15:27:43,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,2020.520000020042,,,,,0,1,0,,,,1,,end,,,
16,1605709665760,18/11/2020 14:27:45,1605709665748,1,18/11/2020 15:27:45,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,2359.055000008084,,,,,0,1,0,,,,1,,end,,,
17,1605709665932,18/11/2020 14:27:45,1605709665752,1,18/11/2020 15:27:45,28606,13,task-z5g6,,7883339,BLIND,2343777,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,506x241,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,139027,,,,,0,1,0,,,,,,,,,
1,1605632617574,17/11/2020 17:03:37,1605632617505,0,17/11/2020 17:03:37,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1605632652497,17/11/2020 17:04:12,1605632652459,0,17/11/2020 17:04:12,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,34878,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1605632684991,17/11/2020 17:04:44,1605632684969,0,17/11/2020 17:04:44,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,32465,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1605632686070,17/11/2020 17:04:46,1605632686048,0,17/11/2020 17:04:46,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,1052,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1605632690367,17/11/2020 17:04:50,1605632690316,0,17/11/2020 17:04:50,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonB,response_button_text,4207,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
6,1605632694497,17/11/2020 17:04:54,1605632694450,0,17/11/2020 17:04:54,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonA,response_button_text,3893,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
7,1605632695737,17/11/2020 17:04:55,1605632695688,0,17/11/2020 17:04:55,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1031,,,,,0,1,0,,,,1,,start,,,
8,1605632702605,17/11/2020 17:05:02,1605632702575,0,17/11/2020 17:05:02,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,6847,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data4_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
9,1605632704818,17/11/2020 17:05:04,1605632704791,0,17/11/2020 17:05:04,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonA,response_button_text,2177,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data1_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
10,1605632717131,17/11/2020 17:05:17,1605632717113,0,17/11/2020 17:05:17,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonB,response_button_text,12274,,,"No, they do not contain a multivariable correlation",1,0,1,0,,,,1,,trial,data2_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
11,1605632719272,17/11/2020 17:05:19,1605632719249,0,17/11/2020 17:05:19,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonA,response_button_text,2104,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data3_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
12,1605632719341,17/11/2020 17:05:19,1605632719281,0,17/11/2020 17:05:19,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
13,1605632722900,17/11/2020 17:05:22,1605632722882,0,17/11/2020 17:05:22,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,3601,,,57,,0,1,0,,,,1,,end,,,
14,1605632723012,17/11/2020 17:05:23,1605632722885,0,17/11/2020 17:05:22,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,3601,,,,,0,1,0,,,,1,,end,,,
15,1605632725098,17/11/2020 17:05:25,1605632724984,0,17/11/2020 17:05:24,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,2,Screen 2,button,continue_button,2083,,,,,0,1,0,,,,1,,end,,,
16,1605632725203,17/11/2020 17:05:25,1605632724997,0,17/11/2020 17:05:24,28606,13,task-z5g6,,7859230,BLIND,2335668,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1867x973,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,END TASK,,,,,107492,,,,,0,1,0,,,,,,,,,
1,1605612268287,17/11/2020 11:24:28,1605612268213,0,17/11/2020 11:24:28,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1605612360298,17/11/2020 11:26:00,1605612360248,0,17/11/2020 11:26:00,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,91989.83999999927,,,,,0,1,0,,,,,,taskIntroduction,,,
3,1605612438770,17/11/2020 11:27:18,1605612438708,0,17/11/2020 11:27:18,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,78437.63500000024,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
4,1605612439488,17/11/2020 11:27:19,1605612439461,0,17/11/2020 11:27:19,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,746.9750000000349,,,,,0,1,0,,,,1,,instruction,PAP_subset2and3.png,,
5,1605612451755,17/11/2020 11:27:31,1605612451723,0,17/11/2020 11:27:31,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonB,response_button_text,12232.474999999802,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
6,1605612455279,17/11/2020 11:27:35,1605612455234,0,17/11/2020 11:27:35,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonA,response_button_text,3294.544999999751,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,1,example,dataExample_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
7,1605612456763,17/11/2020 11:27:36,1605612456717,0,17/11/2020 11:27:36,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1276.8949999999895,,,,,0,1,0,,,,1,,start,,,
8,1605612459330,17/11/2020 11:27:39,1605612459301,0,17/11/2020 11:27:39,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,2571.409999999567,,,"Yes, they contain a multivariable correlation",1,1,0,0,,,,1,,trial,data3_Mixed_ABX.png,,"Yes, they contain a multivariable correlation"
9,1605612460814,17/11/2020 11:27:40,1605612460781,0,17/11/2020 11:27:40,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonB,response_button_text,1469.2599999998638,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data2_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
10,1605612463892,17/11/2020 11:27:43,1605612463845,0,17/11/2020 11:27:43,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonB,response_button_text,3047.3300000003073,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data1_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
11,1605612467645,17/11/2020 11:27:47,1605612467589,0,17/11/2020 11:27:47,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonB,response_button_text,3735.2600000003877,,,"No, they do not contain a multivariable correlation",1,1,0,0,,,,1,,trial,data4_Mixed_BX.png,,"No, they do not contain a multivariable correlation"
12,1605612467754,17/11/2020 11:27:47,1605612467607,0,17/11/2020 11:27:47,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,
13,1605612470223,17/11/2020 11:27:50,1605612470109,0,17/11/2020 11:27:50,28606,13,task-z5g6,,7842629,BLIND,2330699,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,3072x1728,2051x1164,,Task 3: Identify correlation inside and outside the display,11,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,2502.745000000694,,,61,,0,1,0,,,,1,,end,,,
