Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,content,,answer,ANSWER
10,1605380645104,14/11/2020 19:04:05,1605380644930,1,14/11/2020 20:04:04,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,17,3,1,Screen 1,buttonA,response_button_text,12549.249999996391,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,2,,trial,data3_Mixed_AB.png,,"No, they do not contain an indirect correlation",
11,1605380658539,14/11/2020 19:04:18,1605380658498,1,14/11/2020 20:04:18,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,18,4,1,Screen 1,buttonA,response_button_text,13546.430000002147,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,2,,trial,data4_Mixed_AB.png,,"No, they do not contain an indirect correlation",
12,1605380658640,14/11/2020 19:04:18,1605380658520,1,14/11/2020 20:04:18,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
13,1605380663015,14/11/2020 19:04:23,1605380662683,1,14/11/2020 20:04:22,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_endValue,4163.7250000057975,,,59,,0,1,0,,,,2,,end,,,,
14,1605380663139,14/11/2020 19:04:23,1605380662684,1,14/11/2020 20:04:22,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,continueButton,continue_button,4163.7250000057975,,,,,0,1,0,,,,2,,end,,,,
15,1605380903729,14/11/2020 19:08:23,1605380903477,1,14/11/2020 20:08:23,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,608x274,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,240766.32999999856,,,,,0,1,0,,,,1,,instructionPSP,,,,
16,1605380904515,14/11/2020 19:08:24,1605380904427,1,14/11/2020 20:08:24,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,608x274,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,938.2299999997485,,,,,0,1,0,,,,1,,instructionPSP,,,,
17,1605380921983,14/11/2020 19:08:41,1605380921782,1,14/11/2020 20:08:41,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,3,1,Screen 1,buttonA,response_button_text,17309.25500000012,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
18,1605380925051,14/11/2020 19:08:45,1605380925020,1,14/11/2020 20:08:45,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,4,1,Screen 1,buttonB,response_button_text,3037.0050000055926,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
19,1605380926416,14/11/2020 19:08:46,1605380926315,1,14/11/2020 20:08:46,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,5,2,1,Screen 1,advancementZone,continue_button,1107.545000006212,,,,,0,1,0,,,,1,,start,,,,
20,1605380932617,14/11/2020 19:08:52,1605380932586,1,14/11/2020 20:08:52,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,6,5,1,Screen 1,buttonB,response_button_text,6254.329999996116,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,,trial,data1_PSP_AB.png,,"No, they do not contain an indirect correlation",
21,1605380941548,14/11/2020 19:09:01,1605380941475,1,14/11/2020 20:09:01,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,7,6,1,Screen 1,buttonA,response_button_text,8874.895000000834,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data4_PSP_AX.png,,"Yes, they contain an indirect correlation",
22,1605380944846,14/11/2020 19:09:04,1605380944835,1,14/11/2020 20:09:04,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,8,7,1,Screen 1,buttonB,response_button_text,3333.8999999978114,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,,trial,data3_PSP_AB.png,,"No, they do not contain an indirect correlation",
23,1605380946674,14/11/2020 19:09:06,1605380946659,1,14/11/2020 20:09:06,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,9,8,1,Screen 1,buttonA,response_button_text,1812.0300000009593,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data2_PSP_AX.png,,"Yes, they contain an indirect correlation",
24,1605380946783,14/11/2020 19:09:06,1605380946672,1,14/11/2020 20:09:06,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
25,1605380948976,14/11/2020 19:09:08,1605380948946,1,14/11/2020 20:09:08,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,slider,response_slider_endValue,2276.3149999955203,,,82,,0,1,0,,,,1,,end,,,,
26,1605380949086,14/11/2020 19:09:09,1605380948947,1,14/11/2020 20:09:08,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,continueButton,continue_button,2276.3149999955203,,,,,0,1,0,,,,1,,end,,,,
27,1605380955437,14/11/2020 19:09:15,1605380955387,1,14/11/2020 20:09:15,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,20,1,1,Screen 1,buttonB,response_button_text,6427.429999996093,,,Parallel Assemblies Plot,1,0,1,0,,,,,,userPreference,,,,
28,1605380955580,14/11/2020 19:09:15,1605380955391,1,14/11/2020 20:09:15,28606,13,task-l9mz,,7791998,BLIND,2315335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1536x864,1536x684,,Task 2: Identify correlation outside the display,15,spreadsheet,,,END TASK,,,,,530364,,,,,0,1,0,,,,,,,,,,
1,1605380138087,14/11/2020 18:55:38,1605380138603,1,14/11/2020 19:55:38,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1605380199189,14/11/2020 18:56:39,1605380199518,1,14/11/2020 19:56:39,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,60863.47999999998,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1605380239353,14/11/2020 18:57:19,1605380239613,1,14/11/2020 19:57:19,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,40069.78000000527,,,,,0,1,0,,,,1,,instructionPSP,,,,
4,1605380241025,14/11/2020 18:57:21,1605380241568,1,14/11/2020 19:57:21,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,1939.635000002454,,,,,0,1,0,,,,1,,instructionPSP,,,,
5,1605380247889,14/11/2020 18:57:27,1605380248461,1,14/11/2020 19:57:28,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,1,1,Screen 1,buttonA,response_button_text,6828.6949999965145,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
6,1605380250160,14/11/2020 18:57:30,1605380250451,1,14/11/2020 19:57:30,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,2,1,Screen 1,buttonB,response_button_text,1765.639999997802,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
7,1605380251023,14/11/2020 18:57:31,1605380251587,1,14/11/2020 19:57:31,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,939.7600000011153,,,,,0,1,0,,,,1,,start,,,,
8,1605380253375,14/11/2020 18:57:33,1605380253948,1,14/11/2020 19:57:33,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,2317.7550000036717,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data4_PSP_AX.png,,"Yes, they contain an indirect correlation",
9,1605380254520,14/11/2020 18:57:34,1605380255069,1,14/11/2020 19:57:35,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonA,response_button_text,1086.2699999997858,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data2_PSP_AX.png,,"Yes, they contain an indirect correlation",
10,1605380255699,14/11/2020 18:57:35,1605380256250,1,14/11/2020 19:57:36,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonA,response_button_text,1142.309999995632,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data3_PSP_AX.png,,"Yes, they contain an indirect correlation",
11,1605380257595,14/11/2020 18:57:37,1605380258155,1,14/11/2020 19:57:38,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonA,response_button_text,1865.5500000022585,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,1,,trial,data1_PSP_AB.png,,"No, they do not contain an indirect correlation",
12,1605380257720,14/11/2020 18:57:37,1605380258194,1,14/11/2020 19:57:38,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
13,1605380263515,14/11/2020 18:57:43,1605380263701,1,14/11/2020 19:57:43,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,5510.110000002896,,,58,,0,1,0,,,,1,,end,,,,
14,1605380263749,14/11/2020 18:57:43,1605380263704,1,14/11/2020 19:57:43,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,5510.110000002896,,,,,0,1,0,,,,1,,end,,,,
15,1605380372691,14/11/2020 18:59:32,1605380372972,1,14/11/2020 19:59:32,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,109242.71999999473,,,,,0,1,0,,,,2,,instructionMixed,,,,
16,1605380375319,14/11/2020 18:59:35,1605380375860,1,14/11/2020 19:59:35,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,2874.4599999990896,,,,,0,1,0,,,,2,,instructionMixed,,,,
17,1605380384167,14/11/2020 18:59:44,1605380384415,1,14/11/2020 19:59:44,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,13,3,1,Screen 1,buttonB,response_button_text,8507.324999998673,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,2,example,dataExample_Mixed_AB.png,,"No, they do not contain an indirect correlation",
18,1605380386472,14/11/2020 18:59:46,1605380387029,1,14/11/2020 19:59:47,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,12,4,1,Screen 1,buttonA,response_button_text,2401.4700000043376,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,2,example,dataExample_Mixed_AX.png,,"Yes, they contain an indirect correlation",
19,1605380387675,14/11/2020 18:59:47,1605380388231,1,14/11/2020 19:59:48,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,14,2,1,Screen 1,advancementZone,continue_button,1014.869999999064,,,,,0,1,0,,,,2,,start,,,,
20,1605380389894,14/11/2020 18:59:49,1605380390137,1,14/11/2020 19:59:50,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,15,5,1,Screen 1,buttonA,response_button_text,1890.639999997802,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,,trial,data1_Mixed_AX.png,,"Yes, they contain an indirect correlation",
21,1605380391255,14/11/2020 18:59:51,1605380391805,1,14/11/2020 19:59:51,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,16,6,1,Screen 1,buttonB,response_button_text,1638.744999996561,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,,trial,data2_Mixed_AB.png,,"No, they do not contain an indirect correlation",
22,1605380393349,14/11/2020 18:59:53,1605380393916,1,14/11/2020 19:59:53,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,17,7,1,Screen 1,buttonA,response_button_text,2074.2749999990338,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,2,,trial,data3_Mixed_AB.png,,"No, they do not contain an indirect correlation",
23,1605380395052,14/11/2020 18:59:55,1605380395603,1,14/11/2020 19:59:55,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,18,8,1,Screen 1,buttonA,response_button_text,1656.1399999991409,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,2,,trial,data4_Mixed_AB.png,,"No, they do not contain an indirect correlation",
24,1605380395193,14/11/2020 18:59:55,1605380395621,1,14/11/2020 19:59:55,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,2,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
25,1605380397592,14/11/2020 18:59:57,1605380398153,1,14/11/2020 19:59:58,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,2,1,Screen 1,slider,response_slider_endValue,2531.620000001567,,,86,,0,1,0,,,,2,,end,,,,
26,1605380397748,14/11/2020 18:59:57,1605380398155,1,14/11/2020 19:59:58,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,2,1,Screen 1,continueButton,continue_button,2531.620000001567,,,,,0,1,0,,,,2,,end,,,,
27,1605380405394,14/11/2020 19:00:05,1605380405593,1,14/11/2020 20:00:05,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,20,1,1,Screen 1,buttonA,response_button_text,7416.694999999891,,,Parallel Sets Plot,1,0,1,0,,,,,,userPreference,,,,
28,1605380405722,14/11/2020 19:00:05,1605380405601,1,14/11/2020 20:00:05,28606,13,task-l9mz,,7791963,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 2: Identify correlation outside the display,15,spreadsheet,,,END TASK,,,,,266998,,,,,0,1,0,,,,,,,,,,
1,1605366596023,14/11/2020 15:09:56,1605366595398,1,14/11/2020 16:09:55,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1605366598656,14/11/2020 15:09:58,1605366598001,1,14/11/2020 16:09:58,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,2558.904999999868,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1605366600046,14/11/2020 15:10:00,1605366599456,1,14/11/2020 16:09:59,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,1433.9600000002974,,,,,0,1,0,,,,1,,instructionPSP,,,,
4,1605366601457,14/11/2020 15:10:01,1605366600904,1,14/11/2020 16:10:00,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,1440.9300000006624,,,,,0,1,0,,,,1,,instructionPSP,,,,
5,1605366605554,14/11/2020 15:10:05,1605366604951,1,14/11/2020 16:10:04,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonB,response_button_text,4002.0000000004075,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
6,1605366614657,14/11/2020 15:10:14,1605366614061,1,14/11/2020 16:10:14,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonB,response_button_text,8912.770000000819,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
7,1605366616000,14/11/2020 15:10:16,1605366615407,1,14/11/2020 16:10:15,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonA,response_button_text,10257.265000000189,,,"Yes, they contain an indirect correlation",2,1,0,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
8,1605366617708,14/11/2020 15:10:17,1605366617062,1,14/11/2020 16:10:17,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1472.0699999998033,,,,,0,1,0,,,,1,,start,,,,
9,1605366619875,14/11/2020 15:10:19,1605366619223,1,14/11/2020 16:10:19,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,2147.624999999607,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,1,,trial,data3_PSP_AB.png,,"No, they do not contain an indirect correlation",
10,1605366621257,14/11/2020 15:10:21,1605366620608,1,14/11/2020 16:10:20,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonB,response_button_text,1369.9550000001182,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,1,,trial,data2_PSP_AX.png,,"Yes, they contain an indirect correlation",
11,1605366622741,14/11/2020 15:10:22,1605366622073,1,14/11/2020 16:10:22,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonA,response_button_text,1452.0750000010594,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data1_PSP_AX.png,,"Yes, they contain an indirect correlation",
12,1605366624279,14/11/2020 15:10:24,1605366623695,1,14/11/2020 16:10:23,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonA,response_button_text,1608.2699999988108,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data4_PSP_AX.png,,"Yes, they contain an indirect correlation",
13,1605366624388,14/11/2020 15:10:24,1605366623705,1,14/11/2020 16:10:23,28606,13,task-l9mz,,7788502,BLIND,2314148,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 86.0.622.68,1280x720,1280x619,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
