Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,content,,answer,ANSWER
1,1605543456838,16/11/2020 16:17:36,1605543456727,0,16/11/2020 16:17:36,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1605543471661,16/11/2020 16:17:51,1605543471569,0,16/11/2020 16:17:51,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,14811.60999997519,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1605543511617,16/11/2020 16:18:31,1605543511512,0,16/11/2020 16:18:31,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,39931.32999999216,,,,,0,1,0,,,,2,,instructionMixed,,,,
4,1605543512351,16/11/2020 16:18:32,1605543512256,0,16/11/2020 16:18:32,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,738.3350000018254,,,,,0,1,0,,,,2,,instructionMixed,,,,
5,1605543517898,16/11/2020 16:18:37,1605543517813,0,16/11/2020 16:18:37,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,13,1,1,Screen 1,buttonB,response_button_text,5536.644999985583,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,2,example,dataExample_Mixed_AB.png,,"No, they do not contain an indirect correlation",
6,1605543519601,16/11/2020 16:18:39,1605543519515,0,16/11/2020 16:18:39,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,12,2,1,Screen 1,buttonB,response_button_text,1487.7299999934621,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,2,2,example,dataExample_Mixed_AX.png,,"Yes, they contain an indirect correlation",
7,1605543521789,16/11/2020 16:18:41,1605543521708,0,16/11/2020 16:18:41,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,12,2,1,Screen 1,buttonA,response_button_text,3679.984999995213,,,"Yes, they contain an indirect correlation",2,1,0,0,,,,2,2,example,dataExample_Mixed_AX.png,,"Yes, they contain an indirect correlation",
8,1605543522790,16/11/2020 16:18:42,1605543522704,0,16/11/2020 16:18:42,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,14,1,1,Screen 1,advancementZone,continue_button,798.8550000009127,,,,,0,1,0,,,,2,,start,,,,
9,1605543527574,16/11/2020 16:18:47,1605543527480,0,16/11/2020 16:18:47,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,15,1,1,Screen 1,buttonA,response_button_text,4767.2399999864865,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,2,,trial,data1_Mixed_AB.png,,"No, they do not contain an indirect correlation",
10,1605543529621,16/11/2020 16:18:49,1605543529529,0,16/11/2020 16:18:49,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,16,2,1,Screen 1,buttonA,response_button_text,2037.6650000107475,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,,trial,data2_Mixed_AX.png,,"Yes, they contain an indirect correlation",
11,1605543530728,16/11/2020 16:18:50,1605543530656,0,16/11/2020 16:18:50,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,17,3,1,Screen 1,buttonB,response_button_text,1119.2549999977928,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,2,,trial,data3_Mixed_AX.png,,"Yes, they contain an indirect correlation",
12,1605543532649,16/11/2020 16:18:52,1605543532560,0,16/11/2020 16:18:52,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,18,4,1,Screen 1,buttonB,response_button_text,1893.0749999999534,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,2,,trial,data4_Mixed_AX.png,,"Yes, they contain an indirect correlation",
13,1605543532696,16/11/2020 16:18:52,1605543532569,0,16/11/2020 16:18:52,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
14,1605543534885,16/11/2020 16:18:54,1605543534800,0,16/11/2020 16:18:54,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_endValue,2232.414999976754,,,100,,0,1,0,,,,2,,end,,,,
15,1605543534932,16/11/2020 16:18:54,1605543534801,0,16/11/2020 16:18:54,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,continueButton,continue_button,2232.414999976754,,,,,0,1,0,,,,2,,end,,,,
16,1605543557282,16/11/2020 16:19:17,1605543557192,0,16/11/2020 16:19:17,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,22382.42999999784,,,,,0,1,0,,,,1,,instructionPSP,,,,
17,1605543558268,16/11/2020 16:19:18,1605543558176,0,16/11/2020 16:19:18,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,980.0450000038836,,,,,0,1,0,,,,1,,instructionPSP,,,,
18,1605543559721,16/11/2020 16:19:19,1605543559636,0,16/11/2020 16:19:19,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,3,1,Screen 1,buttonA,response_button_text,1445.9299999871291,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
19,1605543560971,16/11/2020 16:19:20,1605543560892,0,16/11/2020 16:19:20,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,4,1,Screen 1,buttonB,response_button_text,1045.9350000019185,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
20,1605543561883,16/11/2020 16:19:21,1605543561792,0,16/11/2020 16:19:21,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,5,2,1,Screen 1,advancementZone,continue_button,704.8999999824446,,,,,0,1,0,,,,1,,start,,,,
21,1605543563070,16/11/2020 16:19:23,1605543562968,0,16/11/2020 16:19:22,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,6,5,1,Screen 1,buttonB,response_button_text,1167.31499999878,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,,trial,data1_PSP_AB.png,,"No, they do not contain an indirect correlation",
22,1605543565573,16/11/2020 16:19:25,1605543565488,0,16/11/2020 16:19:25,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,7,6,1,Screen 1,buttonB,response_button_text,2512.1149999904446,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,,trial,data2_PSP_AB.png,,"No, they do not contain an indirect correlation",
23,1605543566417,16/11/2020 16:19:26,1605543566328,0,16/11/2020 16:19:26,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,8,7,1,Screen 1,buttonA,response_button_text,831.9900000060443,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data3_PSP_AX.png,,"Yes, they contain an indirect correlation",
24,1605543567215,16/11/2020 16:19:27,1605543567128,0,16/11/2020 16:19:27,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,9,8,1,Screen 1,buttonA,response_button_text,790.980000019772,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data4_PSP_AX.png,,"Yes, they contain an indirect correlation",
25,1605543567262,16/11/2020 16:19:27,1605543567134,0,16/11/2020 16:19:27,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
26,1605543569231,16/11/2020 16:19:29,1605543569128,0,16/11/2020 16:19:29,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,slider,response_slider_endValue,1993.8400000100955,,,13,,0,1,0,,,,1,,end,,,,
27,1605543569277,16/11/2020 16:19:29,1605543569129,0,16/11/2020 16:19:29,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,continueButton,continue_button,1993.8400000100955,,,,,0,1,0,,,,1,,end,,,,
28,1605543571590,16/11/2020 16:19:31,1605543571512,0,16/11/2020 16:19:31,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,20,1,1,Screen 1,buttonA,response_button_text,2376.765000022715,,,Parallel Sets Plot,1,0,1,0,,,,,,userPreference,,,,
29,1605543571668,16/11/2020 16:19:31,1605543571516,0,16/11/2020 16:19:31,28606,13,task-l9mz,,7824127,BLIND,2325139,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1920x1200,1920x1057,,Task 2: Identify correlation outside the display,15,spreadsheet,,,END TASK,,,,,114789,,,,,0,1,0,,,,,,,,,,
1,1606416087214,26/11/2020 18:41:27,1606416087169,0,26/11/2020 18:41:27,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1606416102978,26/11/2020 18:41:42,1606416102853,0,26/11/2020 18:41:42,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,15633,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1606416114223,26/11/2020 18:41:54,1606416114203,0,26/11/2020 18:41:54,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,11310.000000000004,,,,,0,1,0,,,,2,,instructionMixed,,,,
4,1606416115130,26/11/2020 18:41:55,1606416114980,0,26/11/2020 18:41:54,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,764.0000000000036,,,,,0,1,0,,,,2,,instructionMixed,,,,
5,1606416117571,26/11/2020 18:41:57,1606416117570,0,26/11/2020 18:41:57,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,13,1,1,Screen 1,buttonB,response_button_text,2527,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,2,example,dataExample_Mixed_AB.png,,"No, they do not contain an indirect correlation",
6,1606416118665,26/11/2020 18:41:58,1606416118667,0,26/11/2020 18:41:58,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,12,2,1,Screen 1,buttonB,response_button_text,867,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,2,2,example,dataExample_Mixed_AX.png,,"Yes, they contain an indirect correlation",
7,1606416121308,26/11/2020 18:42:01,1606416121308,0,26/11/2020 18:42:01,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,12,2,1,Screen 1,buttonA,response_button_text,3509,,,"Yes, they contain an indirect correlation",2,1,0,0,,,,2,2,example,dataExample_Mixed_AX.png,,"Yes, they contain an indirect correlation",
8,1606416122730,26/11/2020 18:42:02,1606416122726,0,26/11/2020 18:42:02,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,14,1,1,Screen 1,advancementZone,continue_button,1236.9999999999927,,,,,0,1,0,,,,2,,start,,,,
9,1606416124432,26/11/2020 18:42:04,1606416124427,0,26/11/2020 18:42:04,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,15,1,1,Screen 1,buttonB,response_button_text,1672,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,2,,trial,data1_Mixed_AX.png,,"Yes, they contain an indirect correlation",
10,1606416125202,26/11/2020 18:42:05,1606416125202,0,26/11/2020 18:42:05,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,16,2,1,Screen 1,buttonB,response_button_text,740,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,2,,trial,data2_Mixed_AX.png,,"Yes, they contain an indirect correlation",
11,1606416125906,26/11/2020 18:42:05,1606416125918,0,26/11/2020 18:42:05,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,17,3,1,Screen 1,buttonB,response_button_text,677.9999999999927,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,,trial,data3_Mixed_AB.png,,"No, they do not contain an indirect correlation",
12,1606416127032,26/11/2020 18:42:07,1606416127027,0,26/11/2020 18:42:07,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,18,4,1,Screen 1,buttonB,response_button_text,1072,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,,trial,data4_Mixed_AB.png,,"No, they do not contain an indirect correlation",
13,1606416127172,26/11/2020 18:42:07,1606416127054,0,26/11/2020 18:42:07,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
14,1606416129172,26/11/2020 18:42:09,1606416129177,0,26/11/2020 18:42:09,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_endValue,2123,,,100,,0,1,0,,,,2,,end,,,,
15,1606416129266,26/11/2020 18:42:09,1606416129179,0,26/11/2020 18:42:09,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,continueButton,continue_button,2123,,,,,0,1,0,,,,2,,end,,,,
16,1606416132177,26/11/2020 18:42:12,1606416132177,0,26/11/2020 18:42:12,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,2968,,,,,0,1,0,,,,1,,instructionPSP,,,,
17,1606416132927,26/11/2020 18:42:12,1606416132910,0,26/11/2020 18:42:12,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,722,,,,,0,1,0,,,,1,,instructionPSP,,,,
18,1606416135099,26/11/2020 18:42:15,1606416135098,0,26/11/2020 18:42:15,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,3,1,Screen 1,buttonA,response_button_text,2134.9999999999927,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
19,1606416136208,26/11/2020 18:42:16,1606416136198,0,26/11/2020 18:42:16,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,3,1,Screen 1,buttonB,response_button_text,3235,,,"No, they do not contain an indirect correlation",2,1,0,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
20,1606416138929,26/11/2020 18:42:18,1606416138931,0,26/11/2020 18:42:18,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,4,1,Screen 1,buttonB,response_button_text,2503,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
21,1606416139695,26/11/2020 18:42:19,1606416139707,0,26/11/2020 18:42:19,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,4,1,Screen 1,buttonA,response_button_text,3280,,,"Yes, they contain an indirect correlation",2,1,0,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
22,1606416140976,26/11/2020 18:42:20,1606416140921,0,26/11/2020 18:42:20,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,5,2,1,Screen 1,advancementZone,continue_button,1034,,,,,0,1,0,,,,1,,start,,,,
23,1606416141914,26/11/2020 18:42:21,1606416141918,0,26/11/2020 18:42:21,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,6,5,1,Screen 1,buttonA,response_button_text,963,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,1,,trial,data3_PSP_AB.png,,"No, they do not contain an indirect correlation",
24,1606416142679,26/11/2020 18:42:22,1606416142684,0,26/11/2020 18:42:22,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,7,6,1,Screen 1,buttonA,response_button_text,730.9999999999927,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,1,,trial,data2_PSP_AB.png,,"No, they do not contain an indirect correlation",
25,1606416143367,26/11/2020 18:42:23,1606416143383,0,26/11/2020 18:42:23,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,8,7,1,Screen 1,buttonA,response_button_text,663,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,1,,trial,data1_PSP_AB.png,,"No, they do not contain an indirect correlation",
26,1606416144086,26/11/2020 18:42:24,1606416144067,0,26/11/2020 18:42:24,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,9,8,1,Screen 1,buttonA,response_button_text,647,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data4_PSP_AX.png,,"Yes, they contain an indirect correlation",
27,1606416144148,26/11/2020 18:42:24,1606416144090,0,26/11/2020 18:42:24,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
28,1606416145910,26/11/2020 18:42:25,1606416145920,0,26/11/2020 18:42:25,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,slider,response_slider_endValue,1830,,,100,,0,1,0,,,,1,,end,,,,
29,1606416145988,26/11/2020 18:42:25,1606416145922,0,26/11/2020 18:42:25,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,800x331,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,continueButton,continue_button,1830,,,,,0,1,0,,,,1,,end,,,,
30,1606416160789,26/11/2020 18:42:40,1606416160780,0,26/11/2020 18:42:40,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,414x715,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,20,1,1,Screen 1,buttonA,response_button_text,14835,,,Parallel Sets Plot,1,0,1,0,,,,,,userPreference,,,,
31,1606416160866,26/11/2020 18:42:40,1606416160784,0,26/11/2020 18:42:40,28606,13,task-l9mz,,8143827,BLIND,2423378,,complete,,,mobile,Apple iPhone,iOS 14.2,Mobile Safari 14.0.1,414x896,414x715,,Task 2: Identify correlation outside the display,15,spreadsheet,,,END TASK,,,,,73615,,,,,0,1,0,,,,,,,,,,
1,1606398753209,26/11/2020 13:52:33,1606398752001,0,26/11/2020 13:52:32,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
