Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,content,answer,,ANSWER
30,1606139170494,23/11/2020 13:46:10,1606139170455,1,23/11/2020 14:46:10,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,2,Screen 2,advancementZone,continue_button,40313,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
31,1606139171619,23/11/2020 13:46:11,1606139171581,1,23/11/2020 14:46:11,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,3,Screen 3,advancementZone,continue_button,1110,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
32,1606139173885,23/11/2020 13:46:13,1606139173858,1,23/11/2020 14:46:13,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,21,5,1,Screen 1,buttonA,response_button_text,2262,,,"Yes, they are correlated",1,1,0,0,,,,3,3,example,dataExample_Mixed_ABX.png,"Yes, they are correlated",,
33,1606139175291,23/11/2020 13:46:15,1606139175257,1,23/11/2020 14:46:15,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,22,6,1,Screen 1,buttonB,response_button_text,1173,,,"No, they are not correlated",1,1,0,0,,,,3,3,example,dataExample_Mixed_AB.png,"No, they are not correlated",,
34,1606139176401,23/11/2020 13:46:16,1606139176356,1,23/11/2020 14:46:16,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,23,3,1,Screen 1,advancementZone,continue_button,893,,,,,0,1,0,,,,3,,start,,,,
35,1606139178092,23/11/2020 13:46:18,1606139178015,1,23/11/2020 14:46:18,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,24,9,1,Screen 1,buttonA,response_button_text,1623,,,"Yes, they are correlated",1,1,0,0,,,,3,,trial,data1_Mixed_BX.png,"Yes, they are correlated",,
36,1606139187990,23/11/2020 13:46:27,1606139187957,1,23/11/2020 14:46:27,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,25,10,1,Screen 1,buttonB,response_button_text,9908,,,"No, they are not correlated",1,1,0,0,,,,3,,trial,data3_Mixed_AX.png,"No, they are not correlated",,
37,1606139188958,23/11/2020 13:46:28,1606139188904,1,23/11/2020 14:46:28,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,26,11,1,Screen 1,buttonA,response_button_text,909,,,"Yes, they are correlated",1,1,0,0,,,,3,,trial,data2_Mixed_BX.png,"Yes, they are correlated",,
38,1606139189853,23/11/2020 13:46:29,1606139189810,1,23/11/2020 14:46:29,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,27,12,1,Screen 1,buttonB,response_button_text,867,,,"No, they are not correlated",1,1,0,0,,,,3,,trial,data4_Mixed_AX.png,"No, they are not correlated",,
39,1606139189994,23/11/2020 13:46:29,1606139189835,1,23/11/2020 14:46:29,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,3,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,3,,end,,,,
40,1606139195962,23/11/2020 13:46:35,1606139195913,1,23/11/2020 14:46:35,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,3,1,Screen 1,slider,response_slider_endValue,6080,,,8,,0,1,0,,,,3,,end,,,,
41,1606139196041,23/11/2020 13:46:36,1606139195917,1,23/11/2020 14:46:35,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,3,1,Screen 1,continueButton,continue_button,6080,,,,,0,1,0,,,,3,,end,,,,
42,1606139218489,23/11/2020 13:46:58,1606139218447,1,23/11/2020 14:46:58,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,29,1,1,Screen 1,button3,response_button_text,22487,,,Parallel Assemblies Plot,1,0,1,0,,,,,,userPreference,,,,
43,1606139218568,23/11/2020 13:46:58,1606139218453,1,23/11/2020 14:46:58,28606,13,task-xe1r,,8051896,BLIND,2392501,,complete,,,computer,Desktop or Laptop,Ubuntu undefined,Firefox 82.0,1920x1080,1920x979,,Task 1: Identify correlation,25,spreadsheet,,,END TASK,,,,,436502,,,,,0,1,0,,,,,,,,,,
1,1606387461695,26/11/2020 10:44:21,1606387461750,0,26/11/2020 10:44:21,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1606387855600,26/11/2020 10:50:55,1606387856096,0,26/11/2020 10:50:56,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,394224.8149999941,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1606387907831,26/11/2020 10:51:47,1606387908441,0,26/11/2020 10:51:48,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,52308.42499999562,,,,,0,1,0,,,,1,,instructions_PCP,,,,
4,1606387931808,26/11/2020 10:52:11,1606387932431,0,26/11/2020 10:52:12,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,23978.86999999173,,,,,0,1,0,,,,1,,instructions_PCP,,,,
5,1606387933684,26/11/2020 10:52:13,1606387934301,0,26/11/2020 10:52:14,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,2,1,3,Screen 3,advancementZone,continue_button,1862.5450000108685,,,,,0,1,0,,,,1,,instructions_PCP,,,,
6,1606387936293,26/11/2020 10:52:16,1606387936913,0,26/11/2020 10:52:16,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonB,response_button_text,2566.254999997909,,,"No, they are not correlated",1,1,0,0,,,,1,1,example,dataExample_PCP_AB.png,"No, they are not correlated",,
7,1606387937809,26/11/2020 10:52:17,1606387938424,0,26/11/2020 10:52:18,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonA,response_button_text,1278.8000000000466,,,"Yes, they are correlated",1,1,0,0,,,,1,1,example,dataExample_PCP_ABX.png,"Yes, they are correlated",,
8,1606387939387,26/11/2020 10:52:19,1606387939993,0,26/11/2020 10:52:19,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1342.6150000013877,,,,,0,1,0,,,,1,,start,,,,
9,1606387941888,26/11/2020 10:52:21,1606387942589,0,26/11/2020 10:52:22,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonA,response_button_text,2581.719999987399,,,"Yes, they are correlated",1,1,0,0,,,,1,,trial,data3_PCP_ABX.png,"Yes, they are correlated",,
10,1606387944294,26/11/2020 10:52:24,1606387944901,0,26/11/2020 10:52:24,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonB,response_button_text,2293.6699999991106,,,"No, they are not correlated",1,1,0,0,,,,1,,trial,data4_PCP_AX.png,"No, they are not correlated",,
11,1606387945278,26/11/2020 10:52:25,1606387945899,0,26/11/2020 10:52:25,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonA,response_button_text,978.8549999939278,,,"Yes, they are correlated",1,1,0,0,,,,1,,trial,data2_PCP_BX.png,"Yes, they are correlated",,
12,1606387946390,26/11/2020 10:52:26,1606387946993,0,26/11/2020 10:52:26,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonB,response_button_text,1076.18000000366,,,"No, they are not correlated",1,1,0,0,,,,1,,trial,data1_PCP_AB.png,"No, they are not correlated",,
13,1606387946452,26/11/2020 10:52:26,1606387947011,0,26/11/2020 10:52:27,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
14,1606387956814,26/11/2020 10:52:36,1606387957500,0,26/11/2020 10:52:37,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,10490.100000009988,,,17,,0,1,0,,,,1,,end,,,,
15,1606387956876,26/11/2020 10:52:36,1606387957501,0,26/11/2020 10:52:37,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,10490.100000009988,,,,,0,1,0,,,,1,,end,,,,
16,1606387976662,26/11/2020 10:52:56,1606387977365,0,26/11/2020 10:52:57,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,1,Screen 1,advancementZone,continue_button,19849.400000006426,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
17,1606388033931,26/11/2020 10:53:53,1606388034629,0,26/11/2020 10:53:54,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,2,Screen 2,advancementZone,continue_button,57255.03000000026,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
18,1606388035402,26/11/2020 10:53:55,1606388036089,0,26/11/2020 10:53:56,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,3,Screen 3,advancementZone,continue_button,1452.4799999926472,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
19,1606388037120,26/11/2020 10:53:57,1606388037732,0,26/11/2020 10:53:57,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,22,3,1,Screen 1,buttonB,response_button_text,1619.8549999971874,,,"No, they are not correlated",1,1,0,0,,,,3,3,example,dataExample_Mixed_AB.png,"No, they are not correlated",,
20,1606388038668,26/11/2020 10:53:58,1606388039286,0,26/11/2020 10:53:59,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,21,4,1,Screen 1,buttonA,response_button_text,1328.4750000020722,,,"Yes, they are correlated",1,1,0,0,,,,3,3,example,dataExample_Mixed_ABX.png,"Yes, they are correlated",,
21,1606388040156,26/11/2020 10:54:00,1606388040857,0,26/11/2020 10:54:00,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,23,2,1,Screen 1,advancementZone,continue_button,1353.7649999925634,,,,,0,1,0,,,,3,,start,,,,
22,1606388042646,26/11/2020 10:54:02,1606388043269,0,26/11/2020 10:54:03,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,24,5,1,Screen 1,buttonA,response_button_text,2395.365000003949,,,"Yes, they are correlated",1,1,0,0,,,,3,,trial,data4_Mixed_ABX.png,"Yes, they are correlated",,
23,1606388044039,26/11/2020 10:54:04,1606388044655,0,26/11/2020 10:54:04,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,25,6,1,Screen 1,buttonB,response_button_text,1372.0749999920372,,,"No, they are not correlated",1,1,0,0,,,,3,,trial,data3_Mixed_AX.png,"No, they are not correlated",,
24,1606388045258,26/11/2020 10:54:05,1606388045869,0,26/11/2020 10:54:05,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,26,7,1,Screen 1,buttonA,response_button_text,1198.6199999955716,,,"Yes, they are correlated",1,1,0,0,,,,3,,trial,data1_Mixed_BX.png,"Yes, they are correlated",,
25,1606388046306,26/11/2020 10:54:06,1606388046909,0,26/11/2020 10:54:06,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,27,8,1,Screen 1,buttonB,response_button_text,1023.1149999890476,,,"No, they are not correlated",1,1,0,0,,,,3,,trial,data2_Mixed_AB.png,"No, they are not correlated",,
26,1606388046383,26/11/2020 10:54:06,1606388046922,0,26/11/2020 10:54:06,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,2,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,3,,end,,,,
27,1606388049854,26/11/2020 10:54:09,1606388050467,0,26/11/2020 10:54:10,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,2,1,Screen 1,slider,response_slider_endValue,3544.565000003786,,,10,,0,1,0,,,,3,,end,,,,
28,1606388050025,26/11/2020 10:54:10,1606388050468,0,26/11/2020 10:54:10,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,2,1,Screen 1,continueButton,continue_button,3544.565000003786,,,,,0,1,0,,,,3,,end,,,,
29,1606388090912,26/11/2020 10:54:50,1606388091513,0,26/11/2020 10:54:51,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,41035.069999998086,,,,,0,1,0,,,,2,,instructions_PSP,,,,
30,1606388140831,26/11/2020 10:55:40,1606388141521,0,26/11/2020 10:55:41,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,49998.67499999527,,,,,0,1,0,,,,2,,instructions_PSP,,,,
31,1606388142417,26/11/2020 10:55:42,1606388143110,0,26/11/2020 10:55:43,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,3,Screen 3,advancementZone,continue_button,1580.4099999950267,,,,,0,1,0,,,,2,,instructions_PSP,,,,
32,1606388145836,26/11/2020 10:55:45,1606388146436,0,26/11/2020 10:55:46,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,13,5,1,Screen 1,buttonB,response_button_text,3301.4750000002095,,,"No, they are not correlated",1,1,0,0,,,,2,2,example,dataExample_PSP_AB.png,"No, they are not correlated",,
33,1606388147336,26/11/2020 10:55:47,1606388147953,0,26/11/2020 10:55:47,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,12,6,1,Screen 1,buttonA,response_button_text,1270.3550000005635,,,"Yes, they are correlated",1,1,0,0,,,,2,2,example,dataExample_PSP_ABX.png,"Yes, they are correlated",,
34,1606388148797,26/11/2020 10:55:48,1606388149427,0,26/11/2020 10:55:49,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,14,3,1,Screen 1,advancementZone,continue_button,1254.0399999998044,,,,,0,1,0,,,,2,,start,,,,
35,1606388150093,26/11/2020 10:55:50,1606388150791,0,26/11/2020 10:55:50,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,15,9,1,Screen 1,buttonA,response_button_text,1350.3900000068825,,,"Yes, they are correlated",1,1,0,0,,,,2,,trial,data2_PSP_ABX.png,"Yes, they are correlated",,
36,1606388152218,26/11/2020 10:55:52,1606388152829,0,26/11/2020 10:55:52,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,16,10,1,Screen 1,buttonA,response_button_text,2025.580000001355,,,"Yes, they are correlated",1,1,0,0,,,,2,,trial,data1_PSP_ABX.png,"Yes, they are correlated",,
37,1606388153281,26/11/2020 10:55:53,1606388153971,0,26/11/2020 10:55:53,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,17,11,1,Screen 1,buttonB,response_button_text,1128.2099999953061,,,"No, they are not correlated",1,1,0,0,,,,2,,trial,data4_PSP_AB.png,"No, they are not correlated",,
38,1606388155031,26/11/2020 10:55:55,1606388155651,0,26/11/2020 10:55:55,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,18,12,1,Screen 1,buttonB,response_button_text,1665.724999998929,,,"No, they are not correlated",1,1,0,0,,,,2,,trial,data3_PSP_AB.png,"No, they are not correlated",,
39,1606388155188,26/11/2020 10:55:55,1606388155660,0,26/11/2020 10:55:55,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,19,3,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
40,1606388168303,26/11/2020 10:56:08,1606388168689,0,26/11/2020 10:56:08,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,19,3,1,Screen 1,slider,response_slider_endValue,13028.770000004442,,,38,,0,1,0,,,,2,,end,,,,
41,1606388168397,26/11/2020 10:56:08,1606388168691,0,26/11/2020 10:56:08,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,19,3,1,Screen 1,continueButton,continue_button,13028.770000004442,,,,,0,1,0,,,,2,,end,,,,
42,1606388215144,26/11/2020 10:56:55,1606388215738,0,26/11/2020 10:56:55,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,29,1,1,Screen 1,button1,response_button_text,47018.03000000655,,,Parallel Coordinates Plot,1,0,1,0,,,,,,userPreference,,,,
43,1606388215300,26/11/2020 10:56:55,1606388215743,0,26/11/2020 10:56:55,28606,13,task-xe1r,,8127609,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 1: Identify correlation,25,spreadsheet,,,END TASK,,,,,753993,,,,,0,1,0,,,,,,,,,,
1,1606398071923,26/11/2020 13:41:11,1606398070602,0,26/11/2020 13:41:10,28606,13,task-xe1r,,8132615,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x754,,Task 1: Identify correlation,25,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1606398076063,26/11/2020 13:41:16,1606398074783,0,26/11/2020 13:41:14,28606,13,task-xe1r,,8132615,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x754,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,3971.2600000057137,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1606398094881,26/11/2020 13:41:34,1606398093621,0,26/11/2020 13:41:33,28606,13,task-xe1r,,8132615,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x754,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,18809.760000003735,,,,,0,1,0,,,,1,,instructions_PCP,,,,
4,1606398105105,26/11/2020 13:41:45,1606398103842,0,26/11/2020 13:41:43,28606,13,task-xe1r,,8132615,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x754,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,10209.195000003092,,,,,0,1,0,,,,1,,instructions_PCP,,,,
5,1606398108779,26/11/2020 13:41:48,1606398107518,0,26/11/2020 13:41:47,28606,13,task-xe1r,,8132615,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x754,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,2,1,3,Screen 3,advancementZone,continue_button,3669.1850000061095,,,,,0,1,0,,,,1,,instructions_PCP,,,,
6,1606398129943,26/11/2020 13:42:09,1606398128677,0,26/11/2020 13:42:08,28606,13,task-xe1r,,8132615,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x754,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonB,response_button_text,21078.21999999578,,,"No, they are not correlated",1,1,0,0,,,,1,1,example,dataExample_PCP_AB.png,"No, they are not correlated",,
7,1606398135491,26/11/2020 13:42:15,1606398134218,0,26/11/2020 13:42:14,28606,13,task-xe1r,,8132615,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x754,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonB,response_button_text,5347.125000000233,,,"No, they are not correlated",1,0,1,0,,,,1,1,example,dataExample_PCP_ABX.png,"Yes, they are correlated",,
