Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,content,answer,,ANSWER
1,1605296212770,13/11/2020 19:36:52,1605296212531,1,13/11/2020 20:36:52,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1605296215554,13/11/2020 19:36:55,1605296215361,1,13/11/2020 20:36:55,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,2729,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1605296345132,13/11/2020 19:39:05,1605296344851,1,13/11/2020 20:39:04,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,129440,,,,,0,1,0,,,,2,,instructions_PSP,,,,
4,1605296587735,13/11/2020 19:43:07,1605296587459,1,13/11/2020 20:43:07,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,242585,,,,,0,1,0,,,,2,,instructions_PSP,,,,
5,1605296589539,13/11/2020 19:43:09,1605296589349,1,13/11/2020 20:43:09,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,3,Screen 3,advancementZone,continue_button,1883,,,,,0,1,0,,,,2,,instructions_PSP,,,,
6,1605296599094,13/11/2020 19:43:19,1605296598873,1,13/11/2020 20:43:18,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,12,1,1,Screen 1,buttonA,response_button_text,9498,,,"Yes, they are correlated",1,1,0,0,,,,2,2,example,dataExample_PSP_ABX.png,"Yes, they are correlated",,
7,1605296601109,13/11/2020 19:43:21,1605296600915,1,13/11/2020 20:43:20,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,13,2,1,Screen 1,buttonB,response_button_text,1839,,,"No, they are not correlated",1,1,0,0,,,,2,2,example,dataExample_PSP_AB.png,"No, they are not correlated",,
8,1605296610611,13/11/2020 19:43:30,1605296610416,1,13/11/2020 20:43:30,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,14,1,1,Screen 1,advancementZone,continue_button,9302,,,,,0,1,0,,,,2,,start,,,,
9,1605296613493,13/11/2020 19:43:33,1605296613290,1,13/11/2020 20:43:33,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,15,1,1,Screen 1,buttonA,response_button_text,2856,,,"Yes, they are correlated",1,1,0,0,,,,2,,trial,data3_PSP_ABX.png,"Yes, they are correlated",,
10,1605296615495,13/11/2020 19:43:35,1605296615285,1,13/11/2020 20:43:35,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,16,2,1,Screen 1,buttonA,response_button_text,1976,,,"Yes, they are correlated",1,1,0,0,,,,2,,trial,data1_PSP_ABX.png,"Yes, they are correlated",,
11,1605296617073,13/11/2020 19:43:37,1605296616863,1,13/11/2020 20:43:36,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,17,3,1,Screen 1,buttonB,response_button_text,1559,,,"No, they are not correlated",1,1,0,0,,,,2,,trial,data2_PSP_AX.png,"No, they are not correlated",,
12,1605296619436,13/11/2020 19:43:39,1605296619232,1,13/11/2020 20:43:39,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,18,4,1,Screen 1,buttonA,response_button_text,2336,,,"Yes, they are correlated",1,1,0,0,,,,2,,trial,data4_PSP_BX.png,"Yes, they are correlated",,
13,1605296619530,13/11/2020 19:43:39,1605296619248,1,13/11/2020 20:43:39,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
14,1605296625435,13/11/2020 19:43:45,1605296625234,1,13/11/2020 20:43:45,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_endValue,5986,,,0,,0,1,0,,,,2,,end,,,,
15,1605296625669,13/11/2020 19:43:45,1605296625235,1,13/11/2020 20:43:45,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,19,1,1,Screen 1,continueButton,continue_button,5986,,,,,0,1,0,,,,2,,end,,,,
16,1605296712668,13/11/2020 19:45:12,1605296712469,1,13/11/2020 20:45:12,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,87213,,,,,0,1,0,,,,1,,instructions_PCP,,,,
17,1605296737597,13/11/2020 19:45:37,1605296737389,1,13/11/2020 20:45:37,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,24901,,,,,0,1,0,,,,1,,instructions_PCP,,,,
18,1605296738847,13/11/2020 19:45:38,1605296738605,1,13/11/2020 20:45:38,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,2,1,3,Screen 3,advancementZone,continue_button,1208,,,,,0,1,0,,,,1,,instructions_PCP,,,,
19,1605296741300,13/11/2020 19:45:41,1605296741109,1,13/11/2020 20:45:41,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,3,3,1,Screen 1,buttonA,response_button_text,2486,,,"Yes, they are correlated",1,1,0,0,,,,1,1,example,dataExample_PCP_ABX.png,"Yes, they are correlated",,
20,1605296743187,13/11/2020 19:45:43,1605296742924,1,13/11/2020 20:45:42,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,4,4,1,Screen 1,buttonB,response_button_text,1601,,,"No, they are not correlated",1,1,0,0,,,,1,1,example,dataExample_PCP_AB.png,"No, they are not correlated",,
21,1605296746853,13/11/2020 19:45:46,1605296746651,1,13/11/2020 20:45:46,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,5,2,1,Screen 1,advancementZone,continue_button,3539,,,,,0,1,0,,,,1,,start,,,,
22,1605296748625,13/11/2020 19:45:48,1605296748427,1,13/11/2020 20:45:48,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,6,5,1,Screen 1,buttonB,response_button_text,1759,,,"No, they are not correlated",1,1,0,0,,,,1,,trial,data2_PCP_AB.png,"No, they are not correlated",,
23,1605296756542,13/11/2020 19:45:56,1605296756344,1,13/11/2020 20:45:56,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,7,6,1,Screen 1,buttonB,response_button_text,7898,,,"No, they are not correlated",1,1,0,0,,,,1,,trial,data3_PCP_AX.png,"No, they are not correlated",,
24,1605296758112,13/11/2020 19:45:58,1605296757921,1,13/11/2020 20:45:57,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,8,7,1,Screen 1,buttonA,response_button_text,1563,,,"Yes, they are correlated",1,1,0,0,,,,1,,trial,data1_PCP_BX.png,"Yes, they are correlated",,
25,1605296759769,13/11/2020 19:45:59,1605296759570,1,13/11/2020 20:45:59,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,9,8,1,Screen 1,buttonA,response_button_text,1625,,,"Yes, they are correlated",1,1,0,0,,,,1,,trial,data4_PCP_ABX.png,"Yes, they are correlated",,
26,1605296759847,13/11/2020 19:45:59,1605296759584,1,13/11/2020 20:45:59,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,10,2,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
27,1605296767756,13/11/2020 19:46:07,1605296767543,1,13/11/2020 20:46:07,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,10,2,1,Screen 1,slider,response_slider_endValue,7958,,,5,,0,1,0,,,,1,,end,,,,
28,1605296767849,13/11/2020 19:46:07,1605296767544,1,13/11/2020 20:46:07,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,10,2,1,Screen 1,continueButton,continue_button,7958,,,,,0,1,0,,,,1,,end,,,,
29,1605296820199,13/11/2020 19:47:00,1605296820009,1,13/11/2020 20:47:00,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,1,Screen 1,advancementZone,continue_button,52449,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
30,1605296854931,13/11/2020 19:47:34,1605296854723,1,13/11/2020 20:47:34,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,2,Screen 2,advancementZone,continue_button,34696,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
31,1605296856024,13/11/2020 19:47:36,1605296855752,1,13/11/2020 20:47:35,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,3,Screen 3,advancementZone,continue_button,1024,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
32,1605296857666,13/11/2020 19:47:37,1605296857476,1,13/11/2020 20:47:37,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,22,5,1,Screen 1,buttonB,response_button_text,1705,,,"No, they are not correlated",1,1,0,0,,,,3,3,example,dataExample_Mixed_AB.png,"No, they are not correlated",,
33,1605296859281,13/11/2020 19:47:39,1605296859086,1,13/11/2020 20:47:39,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,21,6,1,Screen 1,buttonA,response_button_text,1403,,,"Yes, they are correlated",1,1,0,0,,,,3,3,example,dataExample_Mixed_ABX.png,"Yes, they are correlated",,
34,1605296861922,13/11/2020 19:47:41,1605296861644,1,13/11/2020 20:47:41,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,23,3,1,Screen 1,advancementZone,continue_button,2355,,,,,0,1,0,,,,3,,start,,,,
35,1605296863290,13/11/2020 19:47:43,1605296863078,1,13/11/2020 20:47:43,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,24,9,1,Screen 1,buttonA,response_button_text,1420,,,"Yes, they are correlated",1,1,0,0,,,,3,,trial,data1_Mixed_BX.png,"Yes, they are correlated",,
36,1605296864648,13/11/2020 19:47:44,1605296864462,1,13/11/2020 20:47:44,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,25,10,1,Screen 1,buttonB,response_button_text,1373,,,"No, they are not correlated",1,1,0,0,,,,3,,trial,data2_Mixed_AB.png,"No, they are not correlated",,
37,1605296865977,13/11/2020 19:47:45,1605296865789,1,13/11/2020 20:47:45,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,26,11,1,Screen 1,buttonA,response_button_text,1314,,,"Yes, they are correlated",1,1,0,0,,,,3,,trial,data3_Mixed_ABX.png,"Yes, they are correlated",,
38,1605296867307,13/11/2020 19:47:47,1605296867083,1,13/11/2020 20:47:47,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,27,12,1,Screen 1,buttonB,response_button_text,1279,,,"No, they are not correlated",1,1,0,0,,,,3,,trial,data4_Mixed_AX.png,"No, they are not correlated",,
39,1605296867384,13/11/2020 19:47:47,1605296867091,1,13/11/2020 20:47:47,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,3,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,3,,end,,,,
40,1605296870712,13/11/2020 19:47:50,1605296870525,1,13/11/2020 20:47:50,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,3,1,Screen 1,slider,response_slider_endValue,3434,,,0,,0,1,0,,,,3,,end,,,,
41,1605296870789,13/11/2020 19:47:50,1605296870525,1,13/11/2020 20:47:50,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,3,1,Screen 1,continueButton,continue_button,3434,,,,,0,1,0,,,,3,,end,,,,
42,1605296893532,13/11/2020 19:48:13,1605296893335,1,13/11/2020 20:48:13,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,29,1,1,Screen 1,button1,response_button_text,22787,,,Parallel Coordinates Plot,1,0,1,0,,,,,,userPreference,,,,
43,1605296893610,13/11/2020 19:48:13,1605296893345,1,13/11/2020 20:48:13,28606,13,task-xe1r,,7777731,BLIND,2310992,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 82.0,1536x864,1536x750,,Task 1: Identify correlation,25,spreadsheet,,,END TASK,,,,,680815,,,,,0,1,0,,,,,,,,,,
1,1605379553486,14/11/2020 18:45:53,1605379553950,1,14/11/2020 19:45:53,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1605379622818,14/11/2020 18:47:02,1605379623029,1,14/11/2020 19:47:03,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,68952.16000000073,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1605379737137,14/11/2020 18:48:57,1605379737422,1,14/11/2020 19:48:57,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,1,Screen 1,advancementZone,continue_button,114370.01500000042,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
4,1605379853933,14/11/2020 18:50:53,1605379854166,1,14/11/2020 19:50:54,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,2,Screen 2,advancementZone,continue_button,116724.255000001,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
5,1605379858759,14/11/2020 18:50:58,1605379859343,1,14/11/2020 19:50:59,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,20,1,3,Screen 3,advancementZone,continue_button,5162.420000000566,,,,,0,1,0,,,,3,,instructions_Mixed,,,,
6,1605379864660,14/11/2020 18:51:04,1605379865218,1,14/11/2020 19:51:05,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,21,1,1,Screen 1,buttonA,response_button_text,5818.864999993821,,,"Yes, they are correlated",1,1,0,0,,,,3,3,example,dataExample_Mixed_ABX.png,"Yes, they are correlated",,
7,1605379881311,14/11/2020 18:51:21,1605379881566,1,14/11/2020 19:51:21,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,22,2,1,Screen 1,buttonB,response_button_text,16115.140000001702,,,"No, they are not correlated",1,1,0,0,,,,3,3,example,dataExample_Mixed_AB.png,"No, they are not correlated",,
8,1605379887179,14/11/2020 18:51:27,1605379887732,1,14/11/2020 19:51:27,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,23,1,1,Screen 1,advancementZone,continue_button,5981.614999996964,,,,,0,1,0,,,,3,,start,,,,
9,1605379891337,14/11/2020 18:51:31,1605379891671,1,14/11/2020 19:51:31,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,24,1,1,Screen 1,buttonA,response_button_text,3912.225000000035,,,"Yes, they are correlated",1,1,0,0,,,,3,,trial,data4_Mixed_BX.png,"Yes, they are correlated",,
10,1605379896767,14/11/2020 18:51:36,1605379897297,1,14/11/2020 19:51:37,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,25,2,1,Screen 1,buttonB,response_button_text,5593.159999996715,,,"No, they are not correlated",1,1,0,0,,,,3,,trial,data2_Mixed_AX.png,"No, they are not correlated",,
11,1605379904563,14/11/2020 18:51:44,1605379904771,1,14/11/2020 19:51:44,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,26,3,1,Screen 1,buttonB,response_button_text,7428.5799999997835,,,"No, they are not correlated",1,1,0,0,,,,3,,trial,data3_Mixed_AB.png,"No, they are not correlated",,
12,1605379906303,14/11/2020 18:51:46,1605379906856,1,14/11/2020 19:51:46,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,27,4,1,Screen 1,buttonA,response_button_text,2042.424999999639,,,"Yes, they are correlated",1,1,0,0,,,,3,,trial,data1_Mixed_BX.png,"Yes, they are correlated",,
13,1605379906585,14/11/2020 18:51:46,1605379906883,1,14/11/2020 19:51:46,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,3,,end,,,,
14,1605379916484,14/11/2020 18:51:56,1605379916768,1,14/11/2020 19:51:56,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,1,1,Screen 1,slider,response_slider_endValue,9888.074999995297,,,38,,0,1,0,,,,3,,end,,,,
15,1605379916625,14/11/2020 18:51:56,1605379916770,1,14/11/2020 19:51:56,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,28,1,1,Screen 1,continueButton,continue_button,9888.074999995297,,,,,0,1,0,,,,3,,end,,,,
16,1605379979805,14/11/2020 18:52:59,1605379980054,1,14/11/2020 19:53:00,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,63264.50499999919,,,,,0,1,0,,,,2,,instructions_PSP,,,,
17,1605380019703,14/11/2020 18:53:39,1605380019965,1,14/11/2020 19:53:39,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,39902.24499999749,,,,,0,1,0,,,,2,,instructions_PSP,,,,
18,1605380022534,14/11/2020 18:53:42,1605380023066,1,14/11/2020 19:53:43,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,11,1,3,Screen 3,advancementZone,continue_button,3085.930000001099,,,,,0,1,0,,,,2,,instructions_PSP,,,,
19,1605380025253,14/11/2020 18:53:45,1605380025821,1,14/11/2020 19:53:45,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,12,3,1,Screen 1,buttonA,response_button_text,2703.480000003765,,,"Yes, they are correlated",1,1,0,0,,,,2,2,example,dataExample_PSP_ABX.png,"Yes, they are correlated",,
20,1605380027790,14/11/2020 18:53:47,1605380028354,1,14/11/2020 19:53:48,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,13,4,1,Screen 1,buttonB,response_button_text,2299.249999996391,,,"No, they are not correlated",1,1,0,0,,,,2,2,example,dataExample_PSP_AB.png,"No, they are not correlated",,
21,1605380029557,14/11/2020 18:53:49,1605380029850,1,14/11/2020 19:53:49,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,14,2,1,Screen 1,advancementZone,continue_button,1323.6000000033528,,,,,0,1,0,,,,2,,start,,,,
22,1605380031046,14/11/2020 18:53:51,1605380031597,1,14/11/2020 19:53:51,28606,13,task-xe1r,,7791872,BLIND,2315310,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.73.0,Chrome 86.0.4240.112,1536x864,1536x746,,Task 1: Identify correlation,25,spreadsheet,spreadsheet,15,5,1,Screen 1,buttonA,response_button_text,1720.1500000010128,,,"Yes, they are correlated",1,1,0,0,,,,2,,trial,data1_PSP_BX.png,"Yes, they are correlated",,
